City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
142,Kahului,US,2021-06-14 02:03:25,20.8947,-156.47,80.96,84,68,10.56
143,Maningrida,AU,2021-06-14 02:04:19,-12.0667,134.2667,85.57,51,46,4.85
144,Mahanoro,MG,2021-06-14 02:04:20,-19.9,48.8,66.29,94,100,12.01
145,Irbit,RU,2021-06-14 02:04:20,57.6705,63.071,65.32,62,7,6.91
146,Tasiilaq,GL,2021-06-14 02:04:20,65.6145,-37.6368,37.56,85,100,2.86
147,Imeni Poliny Osipenko,RU,2021-06-14 02:04:21,52.4201,136.4853,66.85,36,13,4.09
148,Kysyl-Syr,RU,2021-06-14 02:04:21,63.8986,122.7617,69.94,30,94,4.72
149,Eureka,US,2021-06-14 02:04:21,40.8021,-124.1637,65.62,95,100,1.01
150,Hualmay,PE,2021-06-14 02:04:22,-11.0964,-77.6139,64.67,83,1,6.71
151,Waipawa,NZ,2021-06-14 02:04:22,-41.4122,175.5153,57.83,85,100,8.34
152,Izhma,RU,2021-06-14 02:04:23,65.0083,53.9113,64.0,70,99,5.1
153,Anadyr,RU,2021-06-14 02:04:23,64.75,177.4833,41.25,72,100,7.11
154,Mumford,GH,2021-06-14 02:04:23,5.2618,-0.759,78.78,85,59,6.58
155,Senneterre,CA,2021-06-14 02:04:24,48.3835,-77.2328,58.44,79,82,1.7
156,New Norfolk,AU,2021-06-14 02:04:24,-42.7826,147.0587,57.65,86,99,1.21
157,Tiksi,RU,2021-06-14 02:04:25,71.6872,128.8694,37.76,81,100,4.72
158,Kez,RU,2021-06-14 02:04:25,57.8979,53.7152,60.17,95,67,5.55
159,Chandbali,IN,2021-06-14 02:04:25,20.7833,86.7667,84.45,75,100,6.98
160,Avarua,CK,2021-06-14 02:04:26,-21.2078,-159.775,77.05,69,75,13.8
161,Karratha,AU,2021-06-14 02:00:53,-20.7377,116.8463,74.93,33,2,17.54
162,Yulara,AU,2021-06-14 02:04:26,-25.2406,130.9889,66.11,41,2,6.89
163,Sergeyevka,KZ,2021-06-14 02:04:27,53.88,67.4158,68.83,52,7,2.57
164,Alofi,NU,2021-06-14 02:04:27,-19.0595,-169.9187,76.93,74,79,23.96
165,Yerbogachen,RU,2021-06-14 02:04:28,61.2767,108.0108,60.06,61,98,0.69
166,Port Hardy,CA,2021-06-14 02:00:14,50.6996,-127.4199,61.56,63,14,8.9
167,Vostok,RU,2021-06-14 02:01:12,46.4856,135.8833,70.03,35,0,6.98
168,Kamnik,SI,2021-06-14 02:04:28,46.2259,14.6121,59.45,75,40,2.3
169,Carnarvon,AU,2021-06-14 02:04:29,-24.8667,113.6333,66.97,64,3,17.54
170,Darnah,LY,2021-06-14 02:04:29,32.767,22.6367,70.56,79,0,15.97
171,Hamilton,US,2021-06-14 02:00:12,39.1834,-84.5333,79.57,79,0,4.72
172,Bahia De Caraquez,EC,2021-06-14 02:04:30,-0.6,-80.4167,75.38,87,99,7.38
173,Vardo,NO,2021-06-14 02:04:30,70.3705,31.1107,46.71,74,69,14.74
174,Sorland,NO,2021-06-14 02:04:31,67.667,12.6934,45.54,68,87,8.77
175,Bredasdorp,ZA,2021-06-14 02:04:31,-34.5322,20.0403,52.5,92,0,4.29
176,Hami,CN,2021-06-14 02:04:32,42.8,93.45,73.56,33,100,12.73
177,Mount Gambier,AU,2021-06-14 02:04:32,-37.8333,140.7667,57.7,60,85,8.55
178,Gravdal,NO,2021-06-14 02:04:32,68.1214,13.5031,44.87,67,90,7.63
179,La Merced,CO,2021-06-14 02:04:33,5.4019,-75.8847,58.86,98,99,0.45
180,Uniara,IN,2021-06-14 02:04:33,26.15,75.2167,90.34,49,0,19.73
181,Turukhansk,RU,2021-06-14 02:04:34,65.8167,87.9833,54.75,51,77,5.55
182,Moron,AR,2021-06-14 02:04:34,-34.6534,-58.6198,62.98,86,3,5.99
183,Mahebourg,MU,2021-06-14 02:04:34,-20.4081,57.7,73.26,67,93,15.93
184,Longyearbyen,SJ,2021-06-14 02:04:35,78.2186,15.6401,31.84,69,75,11.5
185,Gunjur,GM,2021-06-14 02:04:35,13.2019,-16.7339,78.87,89,0,4.61
186,Kidal,ML,2021-06-14 02:04:36,18.4411,1.4078,86.23,34,0,3.2
187,Bad Freienwalde,DE,2021-06-14 02:04:36,52.7873,14.0304,55.29,86,0,5.48
188,Auki,SB,2021-06-14 02:04:37,-8.7676,160.7034,83.64,73,100,4.41
189,Slave Lake,CA,2021-06-14 02:03:54,55.2834,-114.769,69.48,52,99,7.85
190,Mana,GF,2021-06-14 02:04:37,5.6592,-53.7767,77.47,89,98,5.48
191,Half Moon Bay,US,2021-06-14 02:04:38,37.4636,-122.4286,78.8,70,1,13.8
192,Port Moresby,PG,2021-06-14 02:04:38,-9.4431,147.1797,83.97,69,21,4.38
193,Ranong,TH,2021-06-14 02:04:39,9.9658,98.6348,82.02,82,100,11.05
194,Qaqortoq,GL,2021-06-14 02:04:39,60.7167,-46.0333,43.3,90,26,4.81
195,Lorengau,PG,2021-06-14 02:04:40,-2.0226,147.2712,85.75,63,77,10.67
196,Hailey,US,2021-06-14 02:04:40,43.5196,-114.3153,78.66,27,1,9.22
197,Iskateley,RU,2021-06-14 02:04:40,67.6803,53.1512,69.48,51,25,12.82
198,Hithadhoo,MV,2021-06-14 02:04:41,-0.6,73.0833,82.45,74,97,10.11
199,Nantucket,US,2021-06-14 02:04:41,41.2835,-70.0995,64.51,88,1,6.91
200,Provideniya,RU,2021-06-14 02:04:42,64.3833,-173.3,36.27,97,100,13.71
201,Halifax,CA,2021-06-14 02:00:53,44.6453,-63.5724,54.09,92,10,4.0
202,La Rioja,ES,2021-06-14 02:04:42,42.25,-2.5,60.58,74,5,8.21
203,Serenje,ZM,2021-06-14 02:04:43,-13.2325,30.2352,46.31,72,0,4.63
204,Sunrise Manor,US,2021-06-14 02:04:43,36.2111,-115.0731,107.11,5,1,17.27
205,Klaksvik,FO,2021-06-14 02:04:43,62.2266,-6.589,49.12,84,99,19.98
206,Kendari,ID,2021-06-14 02:04:44,-3.945,122.4989,76.3,93,100,2.68
207,Isangel,VU,2021-06-14 02:04:44,-19.55,169.2667,82.51,74,75,0.0
208,Kirakira,SB,2021-06-14 02:04:45,-10.4544,161.9205,85.41,62,56,10.25
209,Longhua,CN,2021-06-14 02:04:45,23.6137,114.1919,86.72,71,71,3.44
210,Lavrentiya,RU,2021-06-14 02:04:45,65.5833,-171.0,35.15,98,100,9.55
211,Leningradskiy,RU,2021-06-14 02:04:46,69.3833,178.4167,39.52,77,3,14.52
212,Iralaya,HN,2021-06-14 02:04:46,15.0,-83.2333,80.22,82,100,11.9
213,Pahrump,US,2021-06-14 02:04:47,36.2083,-115.9839,100.44,6,18,10.0
214,Luderitz,NA,2021-06-14 02:04:47,-26.6481,15.1594,63.01,62,0,5.21
215,Colombo,LK,2021-06-14 02:03:55,6.9319,79.8478,75.15,78,100,14.0
216,Tuktoyaktuk,CA,2021-06-14 02:04:48,69.4541,-133.0374,34.12,98,100,11.01
217,Fairbanks,US,2021-06-14 02:00:54,64.8378,-147.7164,73.36,49,75,11.5
218,Ponta Delgada,PT,2021-06-14 01:59:52,37.7333,-25.6667,66.92,88,20,4.61
219,Cotonou,BJ,2021-06-14 02:01:29,6.3654,2.4183,80.6,81,100,10.83
220,Necochea,AR,2021-06-14 02:04:49,-38.5473,-58.7368,51.04,84,100,8.32
221,Olafsvik,IS,2021-06-14 02:04:49,64.8945,-23.7142,38.41,86,98,32.35
222,Evensk,RU,2021-06-14 02:04:49,61.95,159.2333,56.84,50,27,11.1
223,Kralendijk,BQ,2021-06-14 02:01:11,12.15,-68.2667,79.77,86,100,19.89
224,Taoudenni,ML,2021-06-14 02:04:50,22.6783,-3.9836,100.06,10,0,12.28
225,Airai,TL,2021-06-14 02:04:50,-8.9266,125.4092,73.0,47,66,3.4
226,Cidreira,BR,2021-06-14 02:04:51,-30.1811,-50.2056,59.85,80,0,12.62
227,Deputatskiy,RU,2021-06-14 02:04:51,69.3,139.9,60.28,41,100,1.28
228,Vao,NC,2021-06-14 02:04:52,-22.6667,167.4833,73.67,81,94,3.65
229,Biak,ID,2021-06-14 02:04:52,-0.9131,122.8766,77.04,86,100,4.36
230,Bulata,PH,2021-06-14 02:04:52,9.8599,122.4016,84.54,68,82,1.05
231,Mirpur Sakro,PK,2021-06-14 02:04:53,24.5474,67.6277,86.22,71,90,16.8
232,Ashibetsu,JP,2021-06-14 02:04:53,43.5097,142.1856,76.55,52,23,5.93
233,Formosa,AR,2021-06-14 02:04:54,-26.1775,-58.1781,55.38,100,0,5.75
234,Quebo,GW,2021-06-14 02:04:54,11.3333,-14.9333,72.59,93,100,9.04
235,Male,MV,2021-06-14 02:04:55,4.1748,73.5089,83.07,72,100,13.89
236,Nouadhibou,MR,2021-06-14 02:04:55,20.931,-17.0347,69.8,73,1,24.09
