City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
339,Coihaique,CL,-45.5752,-72.0662,33.75,75,0,3.44,clear sky
340,Calama,CL,-22.4667,-68.9333,48.69,12,0,19.57,clear sky
341,Kaitangata,NZ,-46.2817,169.8464,53.6,90,100,5.35,moderate rain
342,Nome,US,64.5011,-165.4064,45.16,95,100,6.4,moderate rain
343,Port-Cartier,CA,50.0334,-66.8654,45.75,65,7,1.81,clear sky
344,Laguna,US,38.421,-121.4238,78.62,67,4,5.99,clear sky
345,Kaeo,NZ,-35.1,173.7833,65.32,89,93,6.91,overcast clouds
346,College,US,64.8569,-147.8028,66.99,60,87,2.66,overcast clouds
347,Kulgam,IN,33.65,75.0167,69.24,56,80,1.66,broken clouds
348,Gloversville,US,43.0528,-74.3438,66.56,93,1,1.01,clear sky
349,Cao Bang,VN,22.6667,106.25,81.61,87,58,4.99,broken clouds
350,Saint Anthony,US,45.0205,-93.218,78.85,49,1,10.36,clear sky
351,Chivay,PE,-15.6383,-71.6011,41.32,55,1,2.1,clear sky
352,Tecoanapa,MX,16.5167,-98.75,81.05,79,100,1.19,overcast clouds
353,Erzurum,TR,40.0,41.5,53.28,61,0,4.72,clear sky
354,Kidal,ML,18.4411,1.4078,85.39,34,0,3.04,clear sky
355,Hammerfest,NO,70.6634,23.6821,41.45,87,75,12.66,broken clouds
356,Antiguo Morelos,MX,22.5495,-99.0812,78.13,93,75,2.91,broken clouds
357,Ixtapa,MX,20.7,-105.2,77.23,93,98,1.01,overcast clouds
358,Capaci,IT,38.1711,13.2393,73.26,62,0,10.36,clear sky
359,Huntington,US,38.4193,-82.4452,70.7,98,1,0.0,clear sky
360,Tianpeng,CN,30.9866,103.9393,73.87,63,100,7.16,overcast clouds
361,Chokurdakh,RU,70.6333,147.9167,66.69,32,100,3.33,overcast clouds
362,Dudinka,RU,69.4058,86.1778,61.95,55,3,14.63,clear sky
363,Tikhvin,RU,59.6451,33.5294,58.21,93,100,6.78,overcast clouds
364,San Policarpo,PH,12.1791,125.5072,83.84,69,11,8.23,few clouds
365,Rawson,AR,-43.3002,-65.1023,45.52,52,42,16.84,scattered clouds
366,Vikhorevka,RU,56.1201,101.1636,54.99,91,100,10.49,light rain
367,Neropolis,BR,-16.4064,-49.2186,69.82,61,59,1.9,broken clouds
368,Acapulco,MX,16.8634,-99.8901,79.2,84,66,1.61,broken clouds
369,Constitucion,CL,-35.3333,-72.4167,53.46,81,100,6.76,light rain
370,Itacoatiara,BR,-3.1431,-58.4442,77.25,82,80,2.17,broken clouds
371,Tura,IN,25.5198,90.2201,85.24,71,92,6.26,light rain
372,Inverell,AU,-29.7833,151.1167,62.11,46,7,1.99,clear sky
373,Lieto,FI,60.5103,22.4618,57.47,73,0,10.36,clear sky
374,Morant Bay,JM,17.8815,-76.4093,82.02,89,100,8.3,overcast clouds
375,Bulancak,TR,40.9372,38.2291,67.82,100,0,2.3,clear sky
376,San Patricio,US,28.017,-97.5169,82.24,81,3,8.03,clear sky
377,Marolambo,MG,-20.05,48.1167,61.83,99,100,2.84,light rain
378,Abonnema,NG,4.7084,6.7931,76.26,91,88,1.83,overcast clouds
379,Praxedis Guerrero,MX,31.3667,-106.0167,96.35,19,38,16.26,scattered clouds
380,Fairbanks,US,64.8378,-147.7164,67.01,59,88,1.99,overcast clouds
381,Orcopampa,PE,-15.2661,-72.3417,40.28,54,0,1.25,clear sky
382,La Ronge,CA,55.1001,-105.2842,66.45,39,20,4.61,few clouds
383,Sterling,US,39.0062,-77.4286,71.74,89,100,1.99,overcast clouds
384,Chumikan,RU,54.7183,135.315,46.51,71,100,6.82,overcast clouds
385,Luba,GQ,3.4568,8.5547,78.69,83,100,6.4,overcast clouds
386,Naryan-Mar,RU,67.6713,53.087,72.09,49,62,13.85,broken clouds
387,Waipawa,NZ,-41.4122,175.5153,56.44,86,100,8.16,light rain
388,Karachi,PK,24.9056,67.0822,89.42,62,75,16.11,haze
389,Kruisfontein,ZA,-34.0033,24.7314,57.49,78,94,7.25,overcast clouds
390,Amahai,ID,-3.3333,128.9167,80.91,80,100,3.65,light rain
391,Nantucket,US,41.2835,-70.0995,61.99,88,1,3.44,mist
392,Canita,PA,9.2097,-78.8811,77.5,94,100,7.14,overcast clouds
393,Okato,NZ,-39.2,173.8833,59.41,94,100,4.92,light rain
394,Krasnyy Chikoy,RU,50.3643,108.7512,69.82,45,29,2.04,scattered clouds
395,Cherepovets,RU,59.1333,37.9,64.22,82,40,2.24,scattered clouds
396,Amazar,RU,53.858,120.875,59.92,99,100,2.51,moderate rain
397,Jiaonan,CN,35.8786,119.9753,71.62,85,100,12.03,light rain
398,Katsuura,JP,35.1333,140.3,74.19,76,97,9.98,overcast clouds
399,Darab,IR,28.7519,54.5444,95.41,10,0,1.66,clear sky
400,Imbituba,BR,-28.24,-48.6703,55.29,87,0,7.63,clear sky
401,Kedrovyy,RU,56.1667,91.8167,57.61,46,24,9.57,few clouds
402,Palmer,US,42.1584,-72.3287,64.45,70,1,6.91,clear sky
403,Aberdeen,GB,57.1437,-2.0981,55.89,95,100,6.91,light rain
404,Alwar Tirunagari,IN,8.6,77.95,88.02,62,75,16.11,broken clouds
405,San Quintin,MX,30.4833,-115.95,74.44,89,10,14.43,clear sky
406,Senno,RU,59.5336,33.9167,57.25,96,100,5.97,overcast clouds
407,Oranjemund,NA,-28.55,16.4333,56.93,75,100,5.37,overcast clouds
408,Shaki,AZ,41.0833,47.1667,71.91,53,0,1.43,clear sky
409,Upington,ZA,-28.4478,21.2561,59.38,38,0,10.36,clear sky
410,Westport,US,41.1415,-73.3579,67.19,82,92,1.01,overcast clouds
411,Kununurra,AU,-15.7667,128.7333,89.58,18,39,5.75,scattered clouds
412,Valenca,BR,-13.3703,-39.0731,69.66,94,95,5.82,overcast clouds
413,Harper,LR,4.375,-7.7169,77.77,86,92,4.88,moderate rain
414,Bambanglipuro,ID,-7.95,110.2833,70.61,71,100,10.98,overcast clouds
415,Zhigansk,RU,66.7697,123.3711,57.36,69,100,8.99,overcast clouds
416,Guarapari,BR,-20.6667,-40.4975,67.89,87,75,9.53,broken clouds
417,Lufilufi,WS,-13.8745,-171.5986,85.78,79,95,20.58,light rain
418,Husavik,IS,66.0449,-17.3389,37.31,87,100,8.08,overcast clouds
419,Miramar,US,25.9873,-80.2323,82.02,78,42,1.01,scattered clouds
420,Culfa,AZ,38.9558,45.6308,76.87,43,0,1.66,clear sky
421,Whitehaven,GB,54.549,-3.5841,62.19,94,100,1.01,overcast clouds
422,Cuamba,MZ,-14.8031,36.5372,54.09,94,0,3.53,clear sky
423,Mamou,GN,10.5,-12.0,67.23,98,100,2.06,moderate rain
424,Mahajanga,MG,-15.7167,46.3167,71.62,88,20,1.14,few clouds
425,Wagar,SD,16.1525,36.2032,82.81,50,100,19.51,overcast clouds
426,Novodolinskiy,KZ,49.705,72.7047,70.38,58,13,6.73,few clouds
427,Francisco Beltrao,BR,-26.0811,-53.055,50.88,83,0,2.75,clear sky
428,Mitsamiouli,KM,-11.3847,43.2844,76.71,64,0,14.56,clear sky
429,Tuatapere,NZ,-46.1333,167.6833,49.82,95,100,2.73,overcast clouds
430,Colon,PA,9.3592,-79.9014,78.03,88,100,3.0,overcast clouds
431,Ostersund,SE,63.1792,14.6357,48.65,87,75,1.14,broken clouds
432,Jiangyou,CN,31.7667,104.7167,84.15,67,100,8.34,overcast clouds
433,Lorengau,PG,-2.0226,147.2712,85.64,62,77,9.98,broken clouds
434,Gandajika,CD,-6.75,23.95,63.09,50,96,3.96,overcast clouds
435,Montague,US,42.5356,-72.5351,66.38,93,25,5.3,scattered clouds
436,Kloulklubed,PW,7.0419,134.2556,86.5,79,100,13.04,overcast clouds
437,Port Macquarie,AU,-31.4333,152.9167,64.89,53,17,4.34,few clouds
438,Laval,CA,45.57,-73.692,73.58,49,90,2.3,overcast clouds
439,Xingyi,CN,24.1877,102.817,72.09,67,76,5.44,broken clouds
440,Lityn,UA,49.3251,28.0809,53.92,99,100,9.28,overcast clouds
441,Skjervoy,NO,70.0311,20.9714,48.2,71,79,19.28,broken clouds
442,Ziarat,PK,30.3823,67.7282,72.99,25,0,2.26,clear sky
443,Huarmey,PE,-10.0681,-78.1522,66.09,85,0,6.89,clear sky
444,Irbit,RU,57.6705,63.071,74.1,45,9,8.61,clear sky
445,Adrar,MR,20.5022,-10.0711,94.21,10,95,20.04,overcast clouds
446,Alofi,NU,-19.0595,-169.9187,76.89,78,62,11.5,light rain
447,Rio Gallegos,AR,-51.6226,-69.2181,33.85,80,0,12.66,clear sky
448,Malanje,AO,-9.5402,16.341,54.0,46,64,4.72,broken clouds
449,Haines Junction,CA,60.7522,-137.5108,57.15,62,99,5.75,overcast clouds
450,Huangcun,CN,30.0145,118.4037,87.87,66,98,7.14,overcast clouds
451,Balgazyn,RU,51.0,95.2,61.48,41,21,8.66,few clouds
452,Sakakah,SA,29.9697,40.2064,85.57,17,0,9.48,clear sky
453,Kashi,CN,39.4547,75.9797,76.21,25,0,8.95,clear sky
454,Semirom,IR,31.4167,51.5667,74.34,15,0,2.39,clear sky
455,Mehran,IR,33.1222,46.1646,96.28,8,0,18.16,clear sky
456,Louis Trichardt,ZA,-23.0439,29.9032,51.42,51,2,1.36,clear sky
457,Gore,NZ,-46.1028,168.9436,49.23,93,93,3.56,overcast clouds
458,Trojes,AL,41.756,19.962,61.29,66,17,7.11,few clouds
459,Jalu,LY,29.0331,21.5482,70.0,60,0,8.99,clear sky
460,Khani,GE,41.9563,42.9566,58.57,58,3,2.82,clear sky
461,Sabang,ID,5.8933,95.3214,83.73,74,100,12.15,overcast clouds
462,San Cristobal,VE,7.7669,-72.225,65.7,96,100,2.64,overcast clouds
463,Psebay,RU,44.1234,40.8107,61.5,83,1,2.59,clear sky
464,Abu Kamal,SY,34.4506,40.9171,81.88,20,0,7.87,clear sky
465,Ormond Beach,US,29.2858,-81.0559,74.07,73,100,3.2,overcast clouds
466,Caravelas,BR,-17.7125,-39.2481,69.73,84,43,8.05,scattered clouds
467,Onguday,RU,50.75,86.15,55.65,62,89,3.85,overcast clouds
468,Kishi,NG,9.0833,3.85,73.51,86,35,8.08,scattered clouds
469,Margate,GB,51.3813,1.3862,60.69,77,6,1.01,clear sky
470,Gigmoto,PH,13.7796,124.39,87.78,63,46,8.08,scattered clouds
471,High Level,CA,58.5169,-117.136,69.91,40,75,5.75,broken clouds
472,Saldanha,ZA,-33.0117,17.9442,42.85,84,45,6.08,scattered clouds
473,Carballo,ES,43.213,-8.691,64.09,94,87,1.83,overcast clouds
474,Arman,RU,59.7,150.1667,53.38,59,47,8.12,scattered clouds
475,Saint-Francois,FR,46.4154,3.9054,60.19,100,90,3.44,fog
476,Santiago Tuxtla,MX,18.4667,-95.3,74.73,91,100,3.29,overcast clouds
477,Hamilton,US,39.1834,-84.5333,71.44,78,0,2.86,clear sky
478,Bardiyah,LY,31.7561,25.0865,69.8,78,0,10.51,clear sky
479,Ygatimi,PY,-24.0833,-55.5,57.04,88,0,4.5,clear sky
480,Stary Sacz,PL,49.5636,20.635,54.48,85,86,7.85,overcast clouds
481,Pyaozerskiy,RU,65.8333,31.1667,52.57,69,29,9.28,scattered clouds
482,Altay,CN,47.8667,88.1167,59.61,39,10,7.74,clear sky
483,Boa Viagem,BR,-5.1275,-39.7322,68.74,80,40,4.23,scattered clouds
484,Cartagena Del Chaira,CO,1.3349,-74.8429,68.5,98,93,1.72,overcast clouds
485,Sosnovo-Ozerskoye,RU,52.5249,111.5418,63.52,40,2,12.86,clear sky
486,Shaping,CN,22.7545,112.9565,84.81,69,89,9.35,heavy intensity rain
487,Honiara,SB,-9.4333,159.95,84.85,72,76,7.49,broken clouds
488,Vicosa Do Ceara,BR,-3.5622,-41.0922,65.7,97,43,0.25,scattered clouds
489,Porto Da Folha,BR,-9.9172,-37.2783,68.36,94,100,2.91,overcast clouds
490,Lima,PE,-12.0432,-77.0282,62.85,77,40,6.91,scattered clouds
491,Komsomolskiy,UZ,40.4272,71.7189,81.82,36,10,9.22,clear sky
492,Freetown,SL,8.484,-13.2299,76.75,92,100,5.5,overcast clouds
493,Aklavik,CA,68.2191,-135.0107,54.32,66,98,15.64,overcast clouds
494,Barra Dos Coqueiros,BR,-10.9089,-37.0386,73.42,94,40,6.91,scattered clouds
495,Deer Lake,CA,49.1667,-57.4316,42.66,87,75,5.75,broken clouds
496,Ambulu,ID,-8.345,113.6058,86.0,65,66,6.71,broken clouds
497,Auki,SB,-8.7676,160.7034,83.91,70,75,4.14,broken clouds
498,Etchoropo,MX,26.7667,-109.6667,82.83,71,73,16.15,broken clouds
499,Banda Aceh,ID,5.5577,95.3222,86.0,67,100,8.12,overcast clouds
500,Ostrovnoy,RU,68.0531,39.5131,49.21,89,100,7.94,overcast clouds
501,Cianorte,BR,-23.6633,-52.605,52.02,86,0,4.79,clear sky
502,Willowmore,ZA,-33.2926,23.4895,47.39,81,31,3.56,scattered clouds
503,Juarez,MX,31.7333,-106.4833,95.79,18,75,6.91,broken clouds
504,Brownwood,US,31.7093,-98.9912,83.97,66,13,8.14,few clouds
505,Borba,BR,-4.3878,-59.5939,75.06,87,31,2.82,scattered clouds
506,Flinders,AU,-34.5833,150.8552,66.18,63,84,5.99,broken clouds
507,Sobolevo,RU,54.4299,31.8996,59.95,91,10,1.7,light rain
508,Kjollefjord,NO,70.9457,27.3465,46.45,66,40,19.57,scattered clouds
509,Copiapo,CL,-27.3667,-70.3333,51.49,75,0,1.05,clear sky
510,Aswan,EG,24.0934,32.907,86.09,28,12,17.85,few clouds
511,Champerico,GT,14.3,-91.9167,82.35,76,99,2.15,overcast clouds
512,Turayf,SA,31.6725,38.6637,77.25,29,0,4.61,clear sky
513,Langholm,GB,55.151,-2.9989,57.51,97,100,13.0,moderate rain
514,Plettenberg Bay,ZA,-34.0527,23.3716,55.6,86,40,4.79,scattered clouds
515,Sabha,LY,27.0377,14.4283,74.98,28,0,8.12,clear sky
516,Shelburne,CA,44.0787,-80.2041,60.69,69,6,7.27,clear sky
517,Cleburne,US,32.3476,-97.3867,86.68,76,1,0.0,clear sky
518,Minas De Barroteran,MX,27.6333,-101.2833,86.56,35,21,7.2,few clouds
519,Ghanzi,BW,-21.5667,21.7833,48.51,57,7,2.53,clear sky
520,Uvalde,US,29.3669,-99.767,80.53,42,1,5.75,clear sky
521,Yar-Sale,RU,66.8333,70.8333,69.96,54,16,7.11,few clouds
522,Champagnole,FR,46.7445,5.9135,61.48,81,7,4.34,clear sky
523,Marsa Matruh,EG,31.3525,27.2453,70.0,78,40,9.22,scattered clouds
524,Moa,CU,20.6569,-74.9403,77.97,86,99,5.14,overcast clouds
525,Nizhneudinsk,RU,54.9076,99.0276,50.74,92,100,6.69,moderate rain
526,Narnaul,IN,28.0444,76.1083,95.99,36,3,6.2,clear sky
527,Zhuhai,CN,22.2769,113.5678,87.78,79,40,13.8,scattered clouds
528,Manzil Salim,TN,35.8567,8.4765,66.2,46,2,0.43,clear sky
529,Kasongo,CD,-4.45,26.6667,69.17,57,95,3.56,overcast clouds
530,Juba,SS,4.8517,31.5825,70.02,92,100,2.19,light rain
531,Arlit,NE,18.7369,7.3853,86.95,11,0,10.69,clear sky
532,Aden,YE,12.7794,45.0367,87.31,65,100,9.13,overcast clouds
533,Mortka,RU,59.3322,66.0214,74.64,44,40,7.72,scattered clouds
534,Baena,ES,37.6167,-4.3225,69.42,76,0,1.59,clear sky
535,Lerik,AZ,38.7726,48.4128,65.84,57,0,4.07,clear sky
536,Korsor,DK,55.3299,11.1386,59.99,63,0,11.03,clear sky
537,Gazli,UZ,40.1333,63.45,81.52,13,0,21.07,clear sky
538,Barinas,VE,8.6226,-70.2075,80.64,83,87,2.3,overcast clouds
539,Methoni,GR,36.8197,21.7049,70.21,85,7,10.45,clear sky
540,Sarahan,IN,31.5167,77.8,69.58,40,3,6.2,clear sky
541,Nouadhibou,MR,20.931,-17.0347,70.21,72,4,21.32,clear sky
542,Methven,NZ,-43.6333,171.65,50.47,90,14,1.12,few clouds
543,Basco,PH,20.4487,121.9702,84.74,74,28,17.96,scattered clouds
544,Newport,GB,51.5877,-2.9984,61.12,86,0,6.31,clear sky
545,Tambilil,PH,5.9622,124.6697,87.69,78,96,2.39,overcast clouds
546,Isetskoye,RU,56.4858,65.3226,74.3,45,2,6.69,clear sky
547,Narsaq,GL,60.9167,-46.05,43.02,84,13,1.81,few clouds
548,Helong,CN,42.5397,128.9972,83.39,43,97,5.17,overcast clouds
549,Rochester,US,43.1548,-77.6156,66.07,89,53,6.42,broken clouds
550,Tres Rios,BR,-22.1167,-43.2092,55.08,97,7,2.01,clear sky
551,Paamiut,GL,61.994,-49.6678,37.96,89,20,11.63,few clouds
552,Orkney,ZA,-26.9802,26.6727,51.51,47,17,3.51,few clouds
553,Whitehorse,CA,60.7161,-135.0538,60.1,51,75,8.01,light rain
554,Svetlogorsk,BY,52.6333,29.7333,57.15,88,85,3.47,overcast clouds
555,Bayan,CN,46.0833,127.4,82.78,48,87,8.72,overcast clouds
556,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.89,99,98,1.86,overcast clouds
557,Awjilah,LY,29.1081,21.2869,69.19,64,0,8.43,clear sky
558,Tairua,NZ,-37.0167,175.85,61.09,98,100,16.42,moderate rain
559,Payo,ID,-3.7508,103.6372,88.05,55,98,5.06,moderate rain
560,Saint-Joseph,RE,-21.3667,55.6167,71.96,75,68,15.57,broken clouds
561,Fiumicino,IT,41.7675,12.2291,72.09,92,0,3.44,clear sky
562,Hawalli,KW,29.2833,47.9972,94.57,20,1,4.0,clear sky
563,San Juan,AR,-31.5375,-68.5364,59.13,45,22,10.42,few clouds
564,Carinhanha,BR,-14.3047,-43.765,70.29,66,16,4.81,few clouds
565,Vanavara,RU,60.34,102.2797,43.23,94,100,10.94,light rain
566,Encheng,CN,22.1839,112.3026,85.96,70,96,9.71,overcast clouds
567,Arawa,PG,-6.2132,155.5367,83.53,80,13,3.78,light rain
568,Raga,SS,8.4596,25.678,69.66,92,98,4.97,overcast clouds
569,Mozarlandia,BR,-14.7447,-50.5706,76.42,47,92,5.44,overcast clouds
570,Moron,AR,-34.6534,-58.6198,59.99,85,2,5.26,clear sky
571,Porbandar,IN,21.6422,69.6093,89.58,70,40,13.8,haze
572,Moses Lake,US,47.1301,-119.2781,72.28,56,48,13.04,scattered clouds
573,Gainesville,US,29.6516,-82.3248,73.24,94,75,4.61,broken clouds
574,Sines,PT,37.9562,-8.8698,62.24,92,1,1.99,clear sky
575,Seoul,KR,37.5683,126.9778,86.41,57,94,5.75,overcast clouds
576,Abu Dhabi,AE,24.4667,54.3667,89.62,70,0,3.44,clear sky
577,Conselheiro Pena,BR,-19.1722,-41.4722,66.27,84,74,3.2,broken clouds
578,Kudahuvadhoo,MV,2.6708,72.8944,83.01,73,98,11.18,overcast clouds
579,Daboh,IN,26.0025,78.8761,91.83,50,100,7.2,overcast clouds
580,Skarnes,NO,60.2528,11.6797,60.94,79,44,6.4,scattered clouds
581,Palana,RU,59.1167,159.9667,52.41,60,8,8.32,clear sky
582,Iraray,PH,8.9936,118.0511,86.05,68,36,6.04,scattered clouds
583,Tera,NE,14.0078,0.7531,89.31,36,45,4.38,scattered clouds
584,Anloga,GH,5.7947,0.8973,80.82,80,25,9.51,scattered clouds
585,Road Town,VG,18.4167,-64.6167,81.19,75,92,21.34,overcast clouds
586,Khandyga,RU,62.6667,135.6,51.76,83,100,5.06,overcast clouds
587,Darhan,MN,49.4867,105.9228,63.57,56,88,7.31,overcast clouds
588,Tanggu,CN,39.0211,117.6469,76.96,72,100,8.55,moderate rain
589,Puebloviejo,CO,10.9938,-74.2844,83.1,83,71,7.27,broken clouds
590,Gander,CA,48.9682,-54.5906,44.73,100,90,8.99,overcast clouds
591,Wawa,NG,9.9022,4.4192,78.33,73,22,7.72,few clouds
592,Diffa,NE,13.3154,12.6113,85.23,43,28,7.81,scattered clouds
593,Ahar,IR,38.4774,47.0699,66.79,57,0,1.68,clear sky
594,Kahului,US,20.8947,-156.47,74.97,88,71,12.44,broken clouds
595,Codrington,AU,-38.2667,141.9667,60.22,59,98,8.46,overcast clouds
596,Itororo,BR,-15.1169,-40.0703,66.99,89,100,2.95,overcast clouds
597,Colesberg,ZA,-30.72,25.0972,48.92,67,23,3.11,few clouds
598,Kuryk,KZ,43.2,51.65,81.25,45,49,2.84,scattered clouds
599,Brownsville,US,25.9018,-97.4975,81.91,84,44,1.01,scattered clouds
600,Trairi,BR,-3.2778,-39.2689,76.55,87,22,6.17,few clouds
601,Mount Gambier,AU,-37.8333,140.7667,58.12,61,85,7.94,overcast clouds
602,Zhangjiakou,CN,40.81,114.8794,74.03,68,100,1.03,overcast clouds
603,Takoradi,GH,4.8845,-1.7554,78.87,86,98,7.29,light rain
604,Sedalia,US,38.7045,-93.2283,70.11,81,0,1.88,clear sky
605,Kibala,TD,9.1104,18.3463,75.15,83,0,0.0,clear sky
606,Henties Bay,NA,-22.116,14.2845,68.95,34,2,8.32,clear sky
607,Klaipeda,LT,55.7172,21.1175,50.05,66,43,2.24,scattered clouds
608,Coquimbo,CL,-29.9533,-71.3436,53.33,82,90,3.44,overcast clouds
609,Benalla,AU,-36.55,145.9833,56.95,70,100,2.62,overcast clouds
610,Muravlenko,RU,63.7898,74.523,73.08,45,93,8.88,overcast clouds
611,Tete,MZ,-16.1564,33.5867,53.69,87,0,3.44,clear sky
612,Turtas,RU,58.9417,69.1325,75.69,42,82,8.05,broken clouds
613,Inongo,CD,-1.95,18.2667,68.22,95,100,5.1,overcast clouds
614,Oyon,PE,-10.6681,-76.7731,44.35,81,28,0.87,scattered clouds
615,Le Moule,GP,16.3332,-61.3473,78.84,79,100,16.73,overcast clouds
616,Keningau,MY,5.3378,116.1602,86.45,56,100,1.05,overcast clouds
617,State College,US,40.7934,-77.86,66.88,95,90,1.01,overcast clouds
618,Sayyan,YE,15.1718,44.3244,66.81,13,100,4.03,overcast clouds
619,Severo-Yeniseyskiy,RU,60.3725,93.0408,54.09,40,16,8.7,few clouds
620,Dryden,CA,49.7833,-92.7503,59.29,88,1,5.75,clear sky
621,Mizdah,LY,31.4451,12.9801,61.3,57,0,1.43,clear sky
622,Strezhevoy,RU,60.7333,77.5889,75.18,44,54,8.66,broken clouds
623,Chunskiy,RU,56.0815,99.6342,50.88,93,100,6.93,light rain
624,Kalmunai,LK,7.4167,81.8167,87.12,53,100,8.7,overcast clouds
625,Zeya,RU,53.75,127.2667,78.01,53,99,8.32,overcast clouds
626,Gubskaya,RU,44.3164,40.6358,61.47,87,2,2.84,clear sky
627,Tiznit,MA,29.5833,-9.5,62.15,82,46,0.67,scattered clouds
628,Vila,PT,42.0304,-8.1588,56.32,91,10,2.84,clear sky
629,Namibe,AO,-15.1961,12.1522,69.64,63,2,3.27,clear sky
630,Sao Jose De Ribamar,BR,-2.5619,-44.0542,77.38,87,65,7.36,broken clouds
631,Half Moon Bay,US,37.4636,-122.4286,69.98,87,90,0.0,fog
632,Palu,ID,-0.8917,119.8707,87.49,66,87,3.36,overcast clouds
633,Homer,US,59.6425,-151.5483,63.09,71,24,13.0,few clouds
634,Tsogni,GA,-2.7942,10.0988,74.23,90,96,2.42,overcast clouds
635,Rybinsk,RU,58.0446,38.8426,63.75,78,36,4.09,scattered clouds
636,Ketchikan,US,55.3422,-131.6461,54.52,95,100,3.58,overcast clouds
637,Izvestkovyy,RU,48.9833,131.55,77.18,45,81,9.06,broken clouds
638,Hualmay,PE,-11.0964,-77.6139,64.6,83,1,7.76,clear sky
639,Rehoboth,NA,-23.3167,17.0833,52.34,31,0,6.11,clear sky
640,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.0,72,57,1.05,broken clouds
641,Chernyshevskiy,RU,63.0128,112.4714,68.34,39,82,3.91,broken clouds
642,Hasaki,JP,35.7333,140.8333,77.29,79,100,9.89,overcast clouds
643,Hami,CN,42.8,93.45,73.38,31,100,20.54,overcast clouds
644,Melfort,CA,52.8667,-104.6177,63.36,51,8,5.75,clear sky
645,Ewo,CG,-0.8725,14.8206,73.29,85,87,2.37,overcast clouds
646,Nuuk,GL,64.1835,-51.7216,36.21,93,20,5.75,few clouds
647,Broome,US,42.2506,-75.833,70.57,86,75,8.05,broken clouds
648,Sechura,PE,-5.5569,-80.8222,68.45,80,47,9.28,scattered clouds
649,Athol,US,42.5959,-72.2268,64.29,80,7,6.38,clear sky
650,Naze,JP,28.3667,129.4833,77.92,77,100,3.13,overcast clouds
651,Salinas,US,36.6777,-121.6555,69.53,84,75,5.75,broken clouds
652,Nizhneangarsk,RU,55.7833,109.55,44.42,82,100,3.76,overcast clouds
653,Lubango,AO,-14.9172,13.4925,50.04,39,24,3.29,few clouds
654,Hajnowka,PL,52.7433,23.5812,48.67,81,42,9.75,scattered clouds
655,Changuinola,PA,9.4333,-82.5167,78.04,89,100,3.42,overcast clouds
656,Skibbereen,IE,51.55,-9.2667,58.8,95,100,9.08,overcast clouds
657,Abha,SA,18.2164,42.5053,68.25,11,84,5.75,broken clouds
658,Myanaung,MM,18.2833,95.3167,82.08,80,100,11.3,overcast clouds
659,Guymon,US,36.6828,-101.4816,75.22,50,0,9.08,clear sky
660,Ures,MX,29.4333,-110.4,90.07,42,33,11.36,scattered clouds
661,Port-Gentil,GA,-0.7193,8.7815,77.16,87,81,12.24,broken clouds
662,Saint-Denis,FR,48.9167,2.3333,60.58,77,0,4.61,clear sky
663,Coruripe,BR,-10.1256,-36.1756,74.55,85,97,7.0,overcast clouds
664,Nioro,GM,13.35,-15.75,80.6,62,100,8.88,overcast clouds
665,Batagay,RU,67.6333,134.6333,68.99,28,27,5.48,scattered clouds
666,Ust-Nera,RU,64.5667,143.2,57.06,73,97,12.82,light rain
667,Ust-Ishim,RU,57.6935,71.1665,77.77,39,82,4.18,broken clouds
668,Jha Jha,IN,24.7667,86.3667,85.5,75,100,11.03,heavy intensity rain
669,Los Alamos,US,35.8881,-106.307,78.39,22,80,4.0,broken clouds
670,Duluth,US,46.7833,-92.1066,60.28,85,1,3.44,clear sky
671,Fomboni,KM,-12.28,43.7425,77.81,68,0,17.94,clear sky
672,Torit,SS,4.4133,32.5678,67.68,92,100,2.13,light rain
673,Prince Rupert,CA,54.3161,-130.3201,57.29,84,90,6.91,overcast clouds
674,Grootfontein,NA,-19.5667,18.1167,33.37,86,0,4.61,clear sky
675,Ubaira,BR,-13.2681,-39.6628,66.24,96,93,5.46,overcast clouds
676,Cedar City,US,37.6775,-113.0619,69.19,12,34,8.23,scattered clouds
677,Synya,RU,65.3718,58.0387,63.73,72,100,8.16,overcast clouds
678,Kutum,SD,14.2,24.6667,77.29,17,92,4.79,overcast clouds
679,Hervey Bay,AU,-25.2986,152.8535,72.01,68,99,1.01,overcast clouds
680,Loandjili,CG,-4.7561,11.8578,75.31,94,40,1.14,mist
681,Port Hardy,CA,50.6996,-127.4199,59.18,67,75,13.8,broken clouds
682,Dahanu,IN,19.9667,72.7333,84.79,77,80,13.65,broken clouds
683,Kiunga,PG,-6.1219,141.2906,85.32,74,71,2.66,broken clouds
684,Manger,NO,60.6414,5.0414,53.98,1,100,8.34,overcast clouds
685,Dungarvan,IE,52.0881,-7.6253,59.22,100,85,8.01,overcast clouds
686,Ambon,ID,-3.6954,128.1814,78.94,89,40,5.75,light rain
687,Plaster Rock,CA,46.9065,-67.39,53.96,73,76,4.65,broken clouds
688,Batemans Bay,AU,-35.7167,150.1833,63.91,60,62,4.47,broken clouds
689,Pisco,PE,-13.7,-76.2167,60.03,82,0,4.61,clear sky
690,Viedma,AR,-40.8135,-62.9967,46.45,86,97,10.02,overcast clouds
