City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
224,Kaitangata,NZ,2021-06-14 03:01:39,-46.2817,169.8464,53.71,91,99,4.61
225,Harper,LR,2021-06-14 03:01:40,4.375,-7.7169,78.19,85,89,5.95
226,Aquiraz,BR,2021-06-14 03:01:40,-3.9014,-38.3911,81.18,82,10,9.1
227,Ereymentau,KZ,2021-06-14 03:01:41,51.6199,73.1033,67.46,65,7,8.77
228,Muisne,EC,2021-06-14 03:01:41,0.6,-80.0333,76.48,87,100,6.58
229,Codrington,AU,2021-06-14 03:01:42,-38.2667,141.9667,59.65,60,98,8.48
230,Borogontsy,RU,2021-06-14 03:01:42,62.6683,131.1683,69.62,30,2,4.85
231,Kamaishi,JP,2021-06-14 03:01:42,39.2667,141.8833,71.58,84,62,4.07
232,Longyearbyen,SJ,2021-06-14 03:01:43,78.2186,15.6401,29.71,79,100,5.55
233,Victoria,HK,2021-06-14 02:59:02,22.2855,114.1577,89.04,80,98,1.01
234,Klaksvik,FO,2021-06-14 03:01:43,62.2266,-6.589,49.12,85,99,19.84
235,Lata,PT,2021-06-14 03:01:44,40.1629,-8.3327,60.93,90,25,2.15
236,Georgetown,MY,2021-06-14 03:01:44,5.4112,100.3354,87.89,73,20,4.61
237,Gold Coast,AU,2021-06-14 02:59:54,-28.0,153.4333,73.78,57,0,8.05
238,Jian,CN,2021-06-14 03:01:45,27.1172,114.9793,88.32,67,74,13.42
239,Arlit,NE,2021-06-14 03:01:46,18.7369,7.3853,87.91,11,0,10.51
240,Nanortalik,GL,2021-06-14 03:01:46,60.1432,-45.2371,34.7,91,44,0.69
241,Chipinge,ZW,2021-06-14 03:01:46,-20.1883,32.6236,49.6,73,0,1.45
242,Kushmurun,KZ,2021-06-14 03:01:47,52.4503,64.6311,73.76,39,10,3.71
243,Tiznit,MA,2021-06-14 03:01:47,29.5833,-9.5,62.15,82,57,0.69
244,Floro,NO,2021-06-14 03:01:48,61.5996,5.0328,51.76,100,90,16.11
245,Ati,TD,2021-06-14 03:01:48,13.2154,18.3353,87.67,47,100,10.29
246,Vanimo,PG,2021-06-14 03:01:49,-2.6741,141.3028,86.59,65,6,8.52
247,Ojinaga,MX,2021-06-14 03:01:50,29.5667,-104.4167,95.95,16,1,8.05
248,Salalah,OM,2021-06-14 03:01:50,17.0151,54.0924,82.44,84,48,8.43
249,Pueblo,US,2021-06-14 03:01:50,38.2545,-104.6091,84.96,41,0,3.0
250,Rajgurunagar,IN,2021-06-14 03:01:51,18.8667,73.9,77.67,74,60,13.87
251,Armilla,ES,2021-06-14 03:01:51,37.141,-3.6185,68.68,66,0,1.01
252,Belmonte,BR,2021-06-14 03:01:51,-15.8631,-38.8828,72.99,77,95,10.54
253,Grindavik,IS,2021-06-14 03:01:49,63.8424,-22.4338,39.67,75,0,16.11
254,Kerema,PG,2021-06-14 03:01:52,-7.9631,145.7785,83.05,74,46,5.61
255,Chumikan,RU,2021-06-14 03:01:53,54.7183,135.315,46.58,70,100,5.93
256,Gat,IL,2021-06-14 03:00:07,31.61,34.7642,70.48,100,0,3.29
257,Saint George,US,2021-06-14 03:01:02,37.1041,-113.5841,97.39,5,1,11.5
258,Hofn,IS,2021-06-14 03:01:53,64.2539,-15.2082,38.1,68,99,17.9
259,Raudeberg,NO,2021-06-14 03:01:54,61.9875,5.1352,51.19,95,100,24.34
260,Grande-Synthe,FR,2021-06-14 03:01:54,51.0154,2.2998,58.14,80,6,5.84
261,Charters Towers,AU,2021-06-14 03:01:55,-20.1,146.2667,80.08,59,93,5.75
262,Thinadhoo,MV,2021-06-14 03:01:55,0.5333,72.9333,82.36,73,95,8.93
263,Candido De Abreu,BR,2021-06-14 03:01:56,-24.5669,-51.3333,51.06,91,0,2.89
264,Svencionys,LT,2021-06-14 03:01:56,55.15,26.1667,46.92,85,16,7.49
265,Santa Maria Do Suacui,BR,2021-06-14 03:01:57,-18.1903,-42.4142,61.83,86,43,1.01
266,Maceio,BR,2021-06-14 03:01:57,-9.6658,-35.7353,75.99,83,62,7.2
267,Sao Miguel Do Tapuio,BR,2021-06-14 03:01:58,-5.5036,-41.3233,73.4,54,47,3.87
268,Buala,SB,2021-06-14 03:01:58,-8.145,159.5921,82.85,77,90,9.46
269,Marovoay,MG,2021-06-14 03:01:58,-16.1,46.6333,71.74,85,100,2.68
270,Rio Verde De Mato Grosso,BR,2021-06-14 03:01:59,-18.9181,-54.8442,66.63,59,0,5.44
271,Isangel,VU,2021-06-14 03:01:59,-19.55,169.2667,78.94,78,15,11.99
272,Vaitape,PF,2021-06-14 03:02:00,-16.5167,-151.75,79.74,79,75,13.53
273,Kavaratti,IN,2021-06-14 03:02:00,10.5669,72.642,83.66,77,100,22.86
274,Langenburg,DE,2021-06-14 03:02:01,49.2544,9.8458,53.92,87,1,6.91
275,Sept-Iles,CA,2021-06-14 03:02:01,50.2001,-66.3821,48.06,72,4,1.01
276,Blackwater,AU,2021-06-14 03:02:02,-23.5833,148.8833,70.57,75,99,2.77
277,Aswan,EG,2021-06-14 03:02:02,24.0934,32.907,86.11,27,16,14.76
278,Gandajika,CD,2021-06-14 03:02:03,-6.75,23.95,63.72,49,95,3.56
279,Saint-Philippe,RE,2021-06-14 03:02:03,-21.3585,55.7679,71.15,78,84,17.0
280,Dawei,MM,2021-06-14 03:02:04,14.0833,98.2,80.56,88,100,8.48
281,Tessalit,ML,2021-06-14 03:02:04,20.1986,1.0114,87.42,27,46,8.84
282,Ignalina,LT,2021-06-14 03:02:05,55.35,26.1667,47.37,85,14,7.14
283,Ouesso,CG,2021-06-14 03:02:05,1.6136,16.0517,67.91,99,97,1.5
284,Buraydah,SA,2021-06-14 02:58:58,26.326,43.975,77.45,21,1,2.53
285,Mocuba,MZ,2021-06-14 03:02:06,-16.8392,36.9856,59.77,98,2,3.58
286,Chernyshevskiy,RU,2021-06-14 03:02:06,63.0128,112.4714,66.61,43,96,2.57
287,Mamou,GN,2021-06-14 03:02:07,10.5,-12.0,67.46,98,100,1.77
288,Hay River,CA,2021-06-14 03:01:00,60.8156,-115.7999,63.73,44,59,6.58
289,Nurota,UZ,2021-06-14 03:02:07,40.5614,65.6886,73.49,20,0,17.0
290,Kahului,US,2021-06-14 03:00:00,20.8947,-156.47,78.96,86,67,12.03
